id,book,alignments,ch_match
Hindawi097186416,1380MuhammadKamilHusayn.FiAdabMisrFatimiyya,1,208
Kraken210904174302,0470MuayyadFiDinShirazi.Diwan,1,127
Noorlib0010827,0557IbrahimBinHusaynHamidi.KanzWalad,3,712
Noorlib0023588,0872CimadDinIdris.ZahrMacani,1,478
Shamela0096337,1342MahmudShukriAlusi.Suyuf,1,133
Shia001299,0413ShaykhMufid.Amali,1,105
Shia001334,0460ShaykhTusi.Amali,1,108
Shia001387,0800IbnSulaymanCizzDinHilli.Mukhtasar,1,107
Shia001423Vols,1107HashimBahrani.MadinatMacajiz,1,108
Shia001432Vols,1111Majlisi.BiharAnwar,4,449
Shia002185Vols,0656IbnAbiHadid.SharhNahjBalagha,1,159
Shia002984Vols,1405CaliShahrudi.Mustadrakat,1,160
Shia003636Vols,1371MuhsinAminCamili.AcyanShica,1,136
Shia003754Vols,1294IbnIbrahimQunduzi.YanabicMawadda,1,139
Shia003764Vols,1359CabbasQummi.Kuna,1,105
Shia004524,1340CaliBahrani.AnwarBadrayn,1,125
Zaydiyya0000098,1428MajdDinMuayyadi.LawamicAnwar,1,109
Zaydiyya0000142,1390CabdHusaynAmini.Ghadir,1,108
